title,artist,track_id,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
Vesperi,Joyhauser,5OBh7R8k3gEsG2o7clnPdQ,techno,0.597,0.94,5,-8.812,0,0.07,0.000184,0.609,0.115,0.0528,133.999,2
The Arrival,Deniz Bul,4OP9HNd8yYK6pyQjApRPoX,techno,0.659,0.836,7,-7.961,1,0.0464,0.0103,0.869,0.0873,0.0391,128.002,11
10 In 01 - Paul van Dyk Club Mix,"Members Of Mayday, Paul van Dyk",5M1sb4X3BbQ0ROb0MLhvqx,techno,0.719,0.982,5,-5.992,1,0.0444,0.00791,0.893,0.375,0.621,137.99,11
Thunder - Prezioso Festival Mix,"Gabry Ponte, LUM!X, Prezioso",3upLD9UYvYBz3FwWekHTkv,techno,0.358,0.96,10,-4.973,0,0.0795,0.00663,0.135,0.0656,0.159,101.275,13
Forward Ever Backward Never - Short,Members Of Mayday,5uMgtqDRncc18DCq2r8hwG,techno,0.628,0.778,9,-14.297,0,0.0311,0.000882,0.4,0.347,0.905,145.015,3
Chi Mai - Ayla Remix,"Watergate, Ayla",5YnccdY7vDSM0COfyPApe8,techno,0.677,0.635,8,-8.787,0,0.0448,0.0147,0.895,0.122,0.588,137.983,2
Illusion,Mark Dekoda,2RlFL1FgHR8Kt6Mwkwsg0K,techno,0.665,0.851,7,-9.198,1,0.0604,0.112,0.91,0.0828,0.265,132.021,11
Smile (Radio Mix),Paffendorf,4GUJ3OljPfBd8DC0FbPagJ,techno,0.714,0.996,0,-4.5,1,0.152,0.000621,0.867,0.158,0.0661,137.212,11
Trance & Acid - Radio Edit,Kai Tracid,04V1uzhcinXsSEYn7NddKs,techno,0.627,0.917,7,-8.803,1,0.0562,0.122,0.537,0.143,0.564,137.982,11
Love Is Here To Stay - Single Edit,Storm,4pX5l9RnTEgiCALfVW5eA9,techno,0.631,0.994,9,-5.866,0,0.0486,0.138,0.771,0.0326,0.807,140.003,2
Liquid Night,T78,35LDDcZp7k7QevRBQwCaMZ,techno,0.761,0.688,11,-10.385,0,0.106,0.0266,0.628,0.0821,0.0616,128.005,2
Up To Tha Wildstyle - M&B Project Radio Edit,"Porn Kings, DJ Supreme, M&B Project",5zbOxIWHurqRFpgWc2oQ6z,techno,0.65,0.93,1,-5.183,1,0.064,0.0318,0.527,0.277,0.765,131.009,4
Barbra Streisand (Radio Edit),Duck Sauce,5pYlc1vQ6999WU43WzF4SR,techno,0.763,0.925,1,-1.997,1,0.0969,0.000737,0.136,0.218,0.455,127.95,4
Ecuador - Original Radio Edit,Sash!,1arJHhz6TxMV50SNvSmGnV,techno,0.591,0.888,4,-6.836,1,0.0354,0.00223,0.699,0.396,0.588,132.885,11
Moldau - Maxi Version,Time To Time,0F3ZhE7A0Z8bbHd46ZJLWK,techno,0.64,0.588,11,-15.762,0,0.032,0.000269,0.62,0.159,0.16,133.944,2
Turkish Bazar,Emmanuel Top,2DdmiHiejOUZfCnMLDl7ER,techno,0.638,0.726,11,-9.235,0,0.0442,0.00192,0.573,0.154,0.383,131.85,2
Mental Atmosphere - Video Mix,Cosmic Gate,1BwzxdJHkHfms8sz7gvFWs,techno,0.74,0.911,1,-6.131,1,0.0599,0.000105,0.872,0.0426,0.399,138.001,11
Cherry Coke,"No hagas el indio, haz el cherokee",58ZQM47DpUEfYMIutw6yjk,techno,0.657,0.757,5,-11.229,0,0.0338,0.0267,0.248,0.0486,0.754,159.908,8
Adagio for Strings - Unmixed Version,Tiësto,6yCSOSKDYLMUwVEGkRsGSH,techno,0.651,0.625,4,-10.085,0,0.0403,0.00239,0.88,0.268,0.268,138.123,2
Boogie 2Nite - Seamus Haji Big Love Edit,Booty Luv,3bk3zYhtBchef1oBsSMrtv,techno,0.671,0.883,5,-5.882,0,0.0681,0.0265,0.000562,0.447,0.831,126.923,8
Communication - Yomanda Radio Edit,"Mario Più, Yomanda",1K4N7wHZ7aoe7nPX5bJPSm,techno,0.699,0.992,11,-7.403,0,0.0862,0.0419,0.393,0.311,0.437,138.002,3
Insomnia - Monster Mix,"Faithless, Rollo Armstrong, Sister Bliss, Goetz",2FH3BLTMhJlCH1Dmkua5DW,techno,0.683,0.937,11,-6.388,0,0.0335,0.028,0.768,0.141,0.305,126.872,2
I House You - Original Radio Edit,Tom Novy,2c7cUisUrhYfzDDzzmKOQR,techno,0.814,0.842,9,-5.767,0,0.0543,0.0424,0.854,0.0548,0.903,129.967,2
The Age Of Love - Charlotte de Witte & Enrico Sangiuliano Remix,"Age Of Love, Charlotte de Witte, Enrico Sangiuliano",6X6Ow0iioCrYQSK1QDHQbC,techno,0.748,0.909,5,-8.322,0,0.0505,0.0576,0.89,0.0945,0.0617,130.0,2
Follow Me - Timo Maas Remix,"Green Court, Timo Maas",5wioCxBJdYtvORLfaykSYK,techno,0.72,0.974,9,-7.43,0,0.0537,5.62e-05,0.245,0.486,0.776,135.983,3
Communication - Yomanda Radio Edit,"Mario Più, Yomanda",1K4N7wHZ7aoe7nPX5bJPSm,techno,0.699,0.992,11,-7.403,0,0.0862,0.0419,0.393,0.311,0.437,138.002,3
9 PM 'Till I Come,ATB,2J7qu2fjd1LIlmod3FMk85,techno,0.675,0.975,9,-3.215,0,0.0549,0.0251,0.883,0.0606,0.813,130.256,2
Take Me Baby,Jimi Tenor,6Qy2IIzTWeZOUgdPs6Umea,techno,0.775,0.88,10,-11.087,1,0.162,0.0698,0.00192,0.131,0.402,126.809,6
The House of House - Thomas Schumacher Remix,"Cherrymoon Trax, Thomas Schumacher",2CVSOypjAwshemh3be7TzY,techno,0.67,0.725,1,-8.339,0,0.0873,0.0094,0.929,0.074,0.0375,128.988,2
Kiss That Sound,Pulsedriver,6nhChuvQxFG0pUonCfDmxW,techno,0.833,0.897,4,-7.114,1,0.0822,0.00106,0.891,0.23,0.723,137.994,11
Sunshine (Take U There) - Radio Edit,Kay Cee,1tSmiV0wLTXMYKOzrP8nw2,techno,0.687,0.902,4,-8.79,0,0.0347,0.014,0.701,0.0989,0.556,133.005,2
Nein Mann - Radio Edit,Laserkraft 3D,3BJSfgwHm79wGKYjLVQlR3,techno,0.921,0.633,6,-8.946,1,0.187,0.0212,0.021,0.339,0.72,127.965,6
Loops of Infinity - Contemplative,Cosmic Baby,15mEkOpJxLh2dU1b1KdtBi,techno,0.463,0.939,0,-9.273,0,0.0405,0.00352,0.941,0.255,0.514,152.846,2
Anthem (The 2002 FIFA World Cup Official Anthem) [JS Radio Edit],"Vangelis, Blake Neely, Heikki Liimatainen, Jaakko Salovaara",5mD7U1UEVFwp1rUDLuPyVz,techno,0.578,0.857,1,-14.985,0,0.0381,0.00705,0.933,0.332,0.478,137.989,2
Sturm Der Nacht (Nur Für Dich) - Sasha De Vries Remix,Marc Van Linden,5r7z5su8TBzqvF3JaVwf4G,techno,0.586,0.894,7,-7.697,0,0.0414,0.0956,0.42,0.476,0.358,139.964,15
The Sound of Goodbye - Above & Beyond US Radio Edit,"Armin van Buuren, Perpetuous Dreamer, Above & Beyond",4CFDO0rOKDdewfL4RSUeA0,techno,0.606,0.972,11,-5.227,1,0.038,0.0424,0.544,0.0314,0.78,135.978,6
Rooftop Ballerina,Simina Grigoriu,1WvZBiV9dZCxnCAEE0a5Pu,techno,0.541,0.925,6,-8.464,1,0.0421,0.0191,0.893,0.113,0.238,129.986,11
Play It Hard - Club Mix,DJ Dean,3y9W7UNVk8uq7xulZSVi9j,techno,0.648,0.841,7,-8.447,1,0.0519,0.00396,0.687,0.0693,0.874,141.99,11
Shine - Radio Edit,The Space Brothers,773yYoOHgL4LN24cEjCKRo,techno,0.506,0.809,9,-8.435,0,0.0297,0.00778,0.779,0.468,0.341,134.842,2
Back to Earth - 7” Mix,Cosmic Gate,485gWFQmTRCe1ntG4rKglq,techno,0.58,0.956,11,-5.321,0,0.0754,0.0336,0.401,0.0867,0.172,138.045,15
Hand In Hand,Dune,27y5jZCsr3sy4lfno0QMfM,techno,0.533,0.693,1,-12.771,1,0.0337,0.0416,0.525,0.0553,0.0704,170.674,11
Pitchin' (In Every Direction) - Vocal Radio Edit,Hi-Gate,6lwB9AP47zzB0LjKIJYyr4,techno,0.735,0.925,6,-7.462,0,0.0903,0.000541,0.346,0.106,0.468,138.05,2
Fable,Paradise,1Li5OcWxetWY4kax6DLQG0,techno,0.559,0.834,1,-12.708,0,0.0331,0.00638,0.906,0.112,0.413,136.042,2
American Dream,Super3,7zPfNOy59faT9Rgvji2lcA,techno,0.729,0.881,0,-6.379,1,0.0296,0.0045,0.825,0.0628,0.359,127.979,11
Smile - Future Breeze Club Radio Edit,Future Breeze,7qhrzybijSGeVZXB0Gdopz,techno,0.675,0.976,10,-6.599,0,0.0418,0.00899,0.936,0.345,0.394,137.016,2
Sunshine,"Dr. Mote, Westbam/ML",7nTocTR9SBGflUIvn5BWQ7,techno,0.775,0.639,3,-15.326,0,0.0375,0.00602,0.894,0.0434,0.668,137.596,2
The Latin Theme - Roel Salemink & Steve Mulder Remix,"Carl Cox, Savanah Blount, Roel Salemink, Steve Mulder",6yK08jE8fj0TB6gy22fr1s,techno,0.676,0.916,7,-5.863,1,0.0537,0.000235,0.846,0.405,0.41,127.984,11
Transfiguration - Original Mix,Dave Davis,15laFCiRCyNmQgCueOG57I,techno,0.601,0.812,11,-9.088,0,0.0446,0.00275,0.922,0.503,0.461,164.125,2
Funky Beats (Radio Edit),Groove Gangsters,6TQef07JaVMlmwXGjhUCM9,techno,0.854,0.905,11,-7.145,0,0.0624,0.00469,0.00278,0.0287,0.73,138.845,3
Tsunami,"DVBBS, Borgeous",1ia98OXpIewfZXQhK6KXkQ,techno,0.699,0.839,4,-5.353,0,0.0481,0.0483,0.655,0.0897,0.264,128.026,2
Golden Faces - Part 1 - Dave Kurtis Main Radio Mix,Horny United,1ZgrFQDnnc4dapcLO7YrPS,techno,0.696,0.889,9,-4.486,0,0.0357,0.0023,0.0254,0.413,0.761,127.002,3
Born Slippy - Original Mix,Yves Deruyter,2QVPdMJdLAdCenGzDjhNnB,techno,0.459,0.727,10,-13.071,1,0.0352,0.0152,0.855,0.111,0.0388,140.003,11
Acid Drill - Original Mix,"Kaspar, A*S*Y*S",2AXQbPlmEThRLh2dmZpYs3,techno,0.619,0.978,1,-6.378,1,0.0741,0.000729,0.753,0.0968,0.0373,131.997,11
La La Land - Original Mix,Green Velvet,2StIhG0JtA58hIRwepl9Us,techno,0.865,0.534,9,-5.277,1,0.0755,0.00124,0.00474,0.0413,0.953,127.611,6
Paraglide,Paragliders,6nwWLdywob6xoyINHf1903,techno,0.548,0.959,3,-10.506,0,0.042,0.00022,0.777,0.106,0.551,154.872,2
I Rock (Pop Radio),"Virginia, Tom Novy",7pHxUMOvFkgowpJ6eiqc4T,techno,0.697,0.809,9,-6.62,1,0.0464,0.0622,0.000473,0.69,0.802,129.875,5
Pitchin' (In Every Direction) - Vocal Radio Edit,Hi-Gate,6lwB9AP47zzB0LjKIJYyr4,techno,0.735,0.925,6,-7.462,0,0.0903,0.000541,0.346,0.106,0.468,138.05,2
Outside - Radio Edit,Kyau & Albert,3Rsb2X0NYPNzZfxHWITmcT,techno,0.554,0.958,10,-6.825,0,0.0451,0.00127,0.132,0.319,0.159,138.012,15
It's a Dream - World mix,DJ Panda,7zSezvLgTOXNSFCVrYh2Ny,techno,0.575,0.974,6,-11.296,1,0.0479,0.339,0.713,0.12,0.197,154.909,11
Hela,biskuwi,74BcMAMioDrbrdbAXYIrbk,techno,0.731,0.962,6,-8.816,0,0.0622,0.000166,0.742,0.113,0.419,129.982,2
Back to Earth - 7” Mix,Cosmic Gate,485gWFQmTRCe1ntG4rKglq,techno,0.58,0.956,11,-5.321,0,0.0754,0.0336,0.401,0.0867,0.172,138.045,15
You're a Superstar - City of Love Club Mix,"Love Inc., Brian Higgins, Matt Gray, Tim Powell",37zeMGAyhaUJWwbU9qYTqM,techno,0.794,0.717,10,-10.507,0,0.0535,0.148,0.147,0.0946,0.461,135.005,3
Katarze,Sabura,47HUapTIiVAORkL3Eu04Su,techno,0.696,0.89,2,-8.704,1,0.0819,0.0192,0.927,0.0985,0.0509,131.021,11
Believe,Eli Brown,40up5wCfwQXTDXyE18hJbJ,techno,0.789,0.976,3,-5.886,1,0.057,0.0065,0.849,0.0639,0.258,131.99,11
Watchers of the Sky - Original Mix,"UMEK, Mha Iri",1ObSvlzYuc5PDhklq2iLoJ,techno,0.691,0.985,9,-4.384,0,0.0683,0.000685,0.695,0.217,0.0348,132.997,2
I Need Your Love - Video Mix,Microwave Prince,6DaHG8zRyHHP7XJwiHmqvP,techno,0.474,0.861,9,-10.388,0,0.0372,6.69e-05,0.588,0.0651,0.328,166.816,2
Antidote - Radio Edit,"Swedish House Mafia, Knife Party",38JE3O2HocFNvtljgtlNKv,techno,0.648,0.859,7,-4.974,1,0.111,0.00645,0.0282,0.135,0.633,128.03,6
Fly Me to the Moon - Club Radio Edit,Tokyo Ghetto Pussy,2kR5uJVEr6dZDxPIq3JUF6,techno,0.703,0.922,6,-6.384,0,0.0325,0.0163,0.000214,0.0671,0.639,138.014,8
Prosac (Radio Edit),Tomcraft,77rflazOqtiq8CClvyNiQX,techno,0.656,0.908,1,-6.153,1,0.0738,0.0186,0.453,0.1,0.69,138.025,4
Like Home,"Felix Schorn, Sula",2maggIaJZDnOpmFoTWWy6n,techno,0.77,0.777,8,-8.663,1,0.0524,0.124,0.00117,0.408,0.505,128.067,6
ResuRection (Radio Edit),PPK,3OiJdvf2lfiUNbUIAH5Va9,techno,0.573,0.901,2,-5.378,0,0.031,0.0266,0.335,0.637,0.558,139.984,5
Technologic,Daft Punk,1iNeZGJsoC0D7ZyJTdIbDS,techno,0.812,0.516,9,-6.963,1,0.224,0.000369,1.09e-05,0.0991,0.633,127.498,9
Just Come Back 2 Me 2005 - Reworked Single Version,Hypertrophy,05Tvh3QIu1QSyGRHya3akX,techno,0.678,0.913,3,-9.384,0,0.0284,0.00245,0.831,0.433,0.399,132.027,2
Kiss That Sound,Pulsedriver,6nhChuvQxFG0pUonCfDmxW,techno,0.833,0.897,4,-7.114,1,0.0822,0.00106,0.891,0.23,0.723,137.994,11
Disco's Revenge - Freemasons Radio Edit,Gusto,6qUlNk3j2E6MwasqmBSpns,techno,0.578,0.969,8,-4.575,1,0.0477,0.00338,0.00433,0.935,0.945,128.001,5
S-Express (Radio Express),Phil Fuldner,3wdGYEv0IYQKHK6GU8wWrd,techno,0.603,0.927,9,-10.357,1,0.0429,0.000644,0.922,0.332,0.778,128.289,11
Greece 2000,Three Drives On A Vinyl,2T730jH7G2pEHdiRwE8xt9,techno,0.747,0.936,1,-8.579,0,0.0426,0.0011,0.902,0.0912,0.738,131.981,2
Mosquito - Spanish Fly Edit,"Intrance, Dsign",5Paw2hyaNidiLJdveAVO51,techno,0.739,0.919,11,-11.08,0,0.106,0.00075,0.577,0.321,0.791,159.986,2
49 Percent - Angello & Ingrosso Remix,Röyksopp,4fBOlaH5Y6R385b80PUfzg,techno,0.6,0.836,8,-5.994,1,0.131,0.0013,0.00292,0.224,0.535,127.98,6
L'Esperanza - Single Edit,Sven Väth,1fzHff1m7fsDVJ5wOIx9B7,techno,0.696,0.802,7,-16.618,1,0.0464,0.0188,0.882,0.108,0.244,119.869,11
Vibrant,LEVT,3PZ3wXifsjAhcsbNimcmUW,techno,0.612,0.905,1,-7.154,0,0.0615,0.00017,0.887,0.0632,0.398,132.0,2
Darkness Falls,"Ben Dust, Markus Weigelt",3ba0mZUI7Hg1B7G2qUy9eJ,techno,0.659,0.932,11,-6.211,0,0.071,0.000481,0.838,0.0996,0.161,132.999,2
Carried Away,"Felix Schorn, Louis Karden, Sula",4FyjXVxjicZPww9oxW0Foh,techno,0.723,0.9,8,-4.513,1,0.052,0.000316,0.00598,0.246,0.513,139.947,6
Cream - Radio Edit,Blank & Jones,2yxVVo6w8es8K3k0WGH4Zu,techno,0.56,0.931,7,-6.892,1,0.0379,0.00159,0.92,0.318,0.471,139.989,11
Timerider - Radio Edit,DJ Quicksilver,32entaar6cFq3xs1fA36HK,techno,0.792,0.87,4,-6.459,0,0.0368,0.0041,0.927,0.109,0.964,135.015,2
Somewhere Over The Rainbow - DJ Hooligan Remix,Marusha,3AEC9hwysrqVGvVvgCdo6B,techno,0.585,0.933,8,-5.097,1,0.0346,0.00303,0.0196,0.0653,0.441,162.966,0
Acid Phase,Emmanuel Top,2haFMwFbUyAWBZB5MaESPC,techno,0.663,0.755,10,-8.236,0,0.0595,0.00685,0.947,0.0844,0.208,134.865,2
Butoh,Sven Väth,3uXQWCbqjtgOzSK5TuZZg4,techno,0.767,0.868,6,-12.408,0,0.0911,0.0745,0.739,0.194,0.146,131.992,2
Waters - Phase III,Taucher,7p7loTXaiper1AZQyElKUd,techno,0.587,0.832,2,-9.774,0,0.0379,0.42,0.866,0.362,0.118,139.82,2
Unique - Remixed By Dave Davis & F. Santini,Marusha,2i1n4VYKZVQhgOqsB5yYu2,techno,0.595,0.676,2,-13.452,1,0.0351,0.00236,0.801,0.134,0.228,149.952,11
Mückenschwarm - Original,Oliver Koletzki,1pe6ibdQBUXE3oZQDsRBHG,techno,0.868,0.705,9,-7.785,0,0.114,0.0899,0.864,0.0608,0.232,127.993,2
Vibrant,LEVT,3PZ3wXifsjAhcsbNimcmUW,techno,0.612,0.905,1,-7.154,0,0.0615,0.00017,0.887,0.0632,0.398,132.0,2
U (I Got A Feeling) - V-Mix,Scot Project,1MgtGa3KCYmtUP9pd3kBQr,techno,0.744,0.972,8,-7.084,1,0.0774,0.272,0.731,0.108,0.413,141.848,11
ResuRection (Radio Edit),PPK,3OiJdvf2lfiUNbUIAH5Va9,techno,0.573,0.901,2,-5.378,0,0.031,0.0266,0.335,0.637,0.558,139.984,5
Technologic,Daft Punk,1iNeZGJsoC0D7ZyJTdIbDS,techno,0.812,0.516,9,-6.963,1,0.224,0.000369,1.09e-05,0.0991,0.633,127.498,9
Greyhound,Swedish House Mafia,0VffaI2jwQknRrxpECYHsF,techno,0.723,0.806,0,-4.989,1,0.0521,0.00666,0.876,0.276,0.539,124.976,11
Phuture Vibes - ATB Remix,"Mellow Trax, Atb",2OYhSn4UqyL4ztyzr4nIOq,techno,0.77,0.99,7,-5.903,1,0.156,0.0858,0.743,0.118,0.387,139.994,11
Cream - Radio Edit,Blank & Jones,2yxVVo6w8es8K3k0WGH4Zu,techno,0.56,0.931,7,-6.892,1,0.0379,0.00159,0.92,0.318,0.471,139.989,11
Water Verve - DJ Quicksilver Remix,"Mark Van Dale, Enrico, DJ Quicksilver",476RmxkrYYJXykugCWqaNV,techno,0.747,0.816,9,-9.371,1,0.0336,0.00281,0.862,0.067,0.793,133.716,11
On The Beach - Vocal Cut,York,1MQ1qbKFzq46ppC436ER30,techno,0.756,0.922,1,-6.656,1,0.0424,0.0666,0.0124,0.33,0.822,133.987,4
Love Come Home - Radio Mix,DJ Jean,7AWKKmsFwfFgy28Ulvb7Xi,techno,0.73,0.893,9,-6.985,1,0.0402,0.0102,0.683,0.139,0.973,127.989,6
The World Is Mine,"Joachim Garraud, JD Davis, David Guetta",0TBaFEx7WENZgqLXWErD0b,techno,0.682,0.93,11,-4.036,0,0.0846,0.000125,0.0123,0.0481,0.46,127.867,3
Kill the Silence (feat. Phil & Inusa) - Radio Edit,"Lichtenfels, Inusa, Phil",7bNAOddOTljdAjJAJaqOi7,techno,0.673,0.959,9,-5.179,0,0.0748,0.0378,0.0668,0.328,0.608,137.976,3
Silence (feat. Sarah McLachlan) - DJ Tiësto's In Search of Sunrise Edit,"Delerium, Sarah McLachlan, Tiësto",3oVnbdWg48ZrmsUAQQUKbU,techno,0.602,0.847,9,-5.998,0,0.0589,0.00903,0.0306,0.0622,0.0863,138.025,15
Barbra Streisand (Radio Edit),Duck Sauce,5pYlc1vQ6999WU43WzF4SR,techno,0.763,0.925,1,-1.997,1,0.0969,0.000737,0.136,0.218,0.455,127.95,4
Do You See The Light? (Looking For) [feat. Niki Haris] - Dance 2 Trance Mix,"SNAP!, Niki Haris",4YE3m5HjjmdNxL6G7cZFHM,techno,0.602,0.697,6,-12.532,0,0.0386,0.00215,0.129,0.123,0.311,132.001,13
Want Love - Radio Edit,Hysteric Ego,5ugQuoxDRGWv6AH17jl4M2,techno,0.663,0.922,1,-6.249,1,0.0377,0.000124,0.739,0.0746,0.666,127.959,11
La La Land - Original Mix,Green Velvet,2StIhG0JtA58hIRwepl9Us,techno,0.865,0.534,9,-5.277,1,0.0755,0.00124,0.00474,0.0413,0.953,127.611,6
Born To Bounce (Music Is My Destiny) - Video Edit,Brooklyn Bounce,4eM3WxIRgXcHxmFt0a0pQ6,techno,0.615,0.863,7,-5.687,1,0.102,0.000339,0.000623,0.118,0.293,139.399,14
Open Your Eyes,At The Villa People,54lDR8IsmOUggY6lwVV6qo,techno,0.585,0.702,0,-9.092,0,0.0404,4.52e-05,0.0807,0.0555,0.65,136.012,8
Absurd - Whitewash Edit,Fluke,552FeCejfR5CwjYVFnnGq6,techno,0.319,0.952,11,-6.425,0,0.0441,5.55e-05,0.206,0.264,0.324,124.756,15
Professional Widow - Armand's Star Trunk Funkin' Mix; Radio Edit; 2016 Remaster,"Tori Amos, Armand Van Helden",0MT7RXj7XwkyvA0e05fgo6,techno,0.708,0.912,7,-7.899,1,0.0369,0.00139,0.000861,0.455,0.621,128.051,5
Erdbeermund (Cherry Lips) - Doug Laurent Mix,"Hypnotic Grooves, Jo Van Nelsen",1Ey96BsMRGVQEn2XAvZF6A,techno,0.665,0.889,11,-9.62,0,0.043,0.00146,0.712,0.205,0.521,133.055,2
Rift,Goldzik,0uK4cbZaSLz1CO5yhK8yqt,techno,0.732,0.946,7,-10.15,1,0.0432,0.0167,0.887,0.0986,0.106,133.987,11
Swamp Thing,The Grid,5NmErhuCYjDci9opnT0kAR,techno,0.666,0.946,2,-8.652,1,0.0385,0.00173,0.878,0.0546,0.671,134.812,11
Open Your Mind - DJ Quicksilver Remix,U.S.U.R.A.,3voz2E5EdjDyUN7moSUVEb,techno,0.621,0.938,5,-10.056,0,0.0319,0.0357,0.506,0.0716,0.256,138.076,2
East Row,Klaudia Gawlas,0BuEo26rxQTB7R4S6EoCak,techno,0.666,0.955,2,-8.553,1,0.0483,3.35e-05,0.812,0.132,0.0302,130.006,11
Hale Bopp - Maceo Plex Edit,"Der Dritte Raum, Maceo Plex",4K8VrFYg7q992yodbqZamF,techno,0.806,0.974,4,-6.933,0,0.0457,0.0243,0.869,0.0927,0.157,125.004,2
Thunder - Prezioso Festival Mix,"Gabry Ponte, LUM!X, Prezioso",3upLD9UYvYBz3FwWekHTkv,techno,0.358,0.96,10,-4.973,0,0.0795,0.00663,0.135,0.0656,0.159,101.275,13
Club Bizarre,U96,4fHug3zCanK33sdvticISi,techno,0.708,0.738,4,-9.509,0,0.0422,0.0678,0.0928,0.354,0.545,160.554,8
Divine,"Klanglos, Dominik Saltevski",26MH4z7yzxzbyIXASQzgcE,techno,0.761,0.756,1,-6.751,1,0.0332,0.00336,0.88,0.0857,0.0833,134.992,11
20 Hz,Capricorn,1ndmrtMTVTFLRYb0RPo36k,techno,0.595,0.977,7,-3.476,1,0.0468,0.0224,0.565,0.186,0.597,127.979,11
Harlequin - the Beauty and the Beast,"Sven Väth, Ralf Hildenbeutel",5DLVXhasuXQQakDu6lHGGN,techno,0.794,0.861,10,-10.487,0,0.0475,0.119,0.883,0.0874,0.357,127.872,2
Electrica Salsa feat. Sven Väth - Original (Baba Baba),"OFF, Sven Väth",7uefj8fCBU6vUhALzwptnS,techno,0.88,0.601,10,-9.008,0,0.087,0.128,0.336,0.0877,0.482,114.136,3
Outside World (Single Edit),Sunbeam,4NJLpTfgZG307WyGdodaOX,techno,0.756,0.954,3,-6.789,1,0.0346,0.0401,0.944,0.11,0.598,140.09,11
I House You - Original Radio Edit,Tom Novy,2c7cUisUrhYfzDDzzmKOQR,techno,0.814,0.842,9,-5.767,0,0.0543,0.0424,0.854,0.0548,0.903,129.967,2
Hungry Animal - Brass Disc Mix,Rise & Shine,5lmVQ9kKleECG6Un3121ov,techno,0.862,0.791,1,-13.841,1,0.13,0.0316,0.706,0.336,0.634,133.98,11
On The Run (Radio Edit) - Remastering 2014,De Bos,6ChveaIJI3ZqMgbgG8jWp8,techno,0.732,0.99,2,-3.723,1,0.0688,0.00169,0.85,0.0725,0.884,135.021,11
Are Am Eye? - Single Edit,Commander Tom,6qSV2vFLjJiMsBizPKcExZ,techno,0.75,0.942,7,-7.411,1,0.0557,0.0254,0.752,0.125,0.749,155.069,11
Absurd - Whitewash Edit,Fluke,552FeCejfR5CwjYVFnnGq6,techno,0.319,0.952,11,-6.425,0,0.0441,5.55e-05,0.206,0.264,0.324,124.756,15
Riddles In The Sand,RSRRCT,4aUyNgfafBpO2O53fMm1kU,techno,0.747,0.911,7,-6.782,1,0.0623,0.000512,0.865,0.104,0.338,130.016,11
I Believe (Radio Edit),Celvin Rotane,0VnZcjwgwWcCnYFvsYQeWy,techno,0.786,0.877,1,-10.209,1,0.0571,0.000323,0.918,0.05,0.228,129.987,11
T-Raumreise,Ldc,2JdOEnAWk0G6ljyDHSm9CN,techno,0.687,0.822,2,-9.236,1,0.0498,0.00139,0.12,0.147,0.147,137.283,14
The Rockafeller Skank,Fatboy Slim,48JrHJdke53Te8dQ9aWzvV,techno,0.666,0.992,7,-6.701,1,0.25,0.0111,0.00437,0.22,0.0806,152.589,7
Not Over Yet '99 (feat. Grace) - Radio Edit,"Planet Perfecto, Grace",3gYUvf0BzPsPky2y3oBf3d,techno,0.564,0.913,6,-6.235,0,0.0358,0.00446,0.00209,0.0863,0.547,130.441,8
Something Good '08 - Radio Edit,Utah Saints,1Jyx9dQR4caK11Ao1C9aqn,techno,0.57,0.86,1,-7.286,1,0.048,0.00363,0.282,0.191,0.588,128.148,4
On a Ragga Tip '97 - Original Mix,SL2,7gX6Y2jhsrVqu9qIrxpPof,techno,0.544,0.944,9,-7.752,1,0.0697,0.0129,0.0825,0.139,0.749,139.963,6
Take U High,Pulsedriver,7LGQ4xeODU2LeoBdbimx4H,techno,0.736,0.828,4,-6.37,0,0.0701,0.000955,0.57,0.314,0.781,139.982,2
No Fate (Struggle Continues Mix),Zyon,1l7FeaSH802q80BkFuHLWh,techno,0.655,0.898,2,-6.979,0,0.033,0.0219,0.912,0.327,0.233,124.866,2
Greece 2000,Three Drives On A Vinyl,2T730jH7G2pEHdiRwE8xt9,techno,0.747,0.936,1,-8.579,0,0.0426,0.0011,0.902,0.0912,0.738,131.981,2
Airwave - Radio Vocal Edit,Rank 1,294bZQoJEueD2ys3wrNDmI,techno,0.511,0.793,2,-11.87,0,0.0285,0.000563,0.826,0.123,0.233,136.067,2
Take Me Baby,Jimi Tenor,6Qy2IIzTWeZOUgdPs6Umea,techno,0.775,0.88,10,-11.087,1,0.162,0.0698,0.00192,0.131,0.402,126.809,6
Something,Lasgo,3e9L9HiHKcfYLAga28Vmcf,techno,0.643,0.981,7,-6.644,0,0.0439,0.0271,8.93e-05,0.11,0.38,140.01,15
Driving Mad,"Carbon, Lampe",6MZ7wWLT1jd2oF21p3TPKl,techno,0.8,0.836,2,-7.413,1,0.0562,0.00051,0.846,0.0763,0.08,127.015,11
Phuture Vibes - ATB Remix,"Mellow Trax, Atb",2OYhSn4UqyL4ztyzr4nIOq,techno,0.77,0.99,7,-5.903,1,0.156,0.0858,0.743,0.118,0.387,139.994,11
Loops & Tings - Fruit Loops Remix,Jens,6f83DOtLKyKyYBbAtiordd,techno,0.53,0.928,7,-8.455,1,0.0432,0.00363,0.762,0.07,0.632,154.981,11
